Date_________JDUT     R.A.___(ICRF)___DEC            delta      deldot
**********************************************************************
$$SOE
2458013.500000000     211.07731 -13.31757 1.56593634691430   0.1809682
2458014.500000000     212.02634 -13.64423 1.56604484767570   0.1946563
2458015.500000000     212.97813 -13.96734 1.56616111965133   0.2078894
2458016.500000000     213.93272 -14.28678 1.56628492321565   0.2207518
2458017.500000000     214.89013 -14.60245 1.56641607344162   0.2333470
2458018.500000000     215.85038 -14.91426 1.56655444754785   0.2457839
2458019.500000000     216.81352 -15.22210 1.56669998444077   0.2581662
2458020.500000000     217.77954 -15.52587 1.56685267983538   0.2705857
2458021.500000000     218.74848 -15.82546 1.56701257811683   0.2831192
2458022.500000000     219.72034 -16.12077 1.56717976353344   0.2958284
2458023.500000000     220.69514 -16.41171 1.56735435308905   0.3087652
2458024.500000000     221.67290 -16.69816 1.56753649121414   0.3219739
2458025.500000000     222.65362 -16.98003 1.56772634676589   0.3354954
2458026.500000000     223.63730 -17.25721 1.56792411259486   0.3493715
2458027.500000000     224.62395 -17.52962 1.56813000552249   0.3636447
2458028.500000000     225.61357 -17.79710 1.56834017827699   0.3783573
2458029.500000000     226.60616 -18.05966 1.56856307367794   0.3935452
2458030.500000000     227.60172 -18.31715 1.56879488483550   0.4092323
2458031.500000000     228.60025 -18.56947 1.56903590116901   0.4254168
2458032.500000000     229.60174 -18.81654 1.56928640161401   0.4420627
2458033.500000000     230.60619 -19.05825 1.56954663043095   0.4590873
2458034.500000000     231.61358 -19.29453 1.56981677379283   0.4763703
2458035.500000000     232.62391 -19.52529 1.57009693776208   0.4937582
2458036.500000000     233.63717 -19.75044 1.57038713425541   0.5110815
2458037.500000000     234.65335 -19.96989 1.57068727769564   0.5281755
2458038.500000000     235.67241 -20.18357 1.57099719246100   0.5448953
2458039.500000000     236.69433 -20.39138 1.57131662822940   0.5611276
2458040.500000000     237.71909 -20.59326 1.57164527889907   0.5767940
2458041.500000000     238.74663 -20.78911 1.57198280364079   0.5918514
2458042.500000000     239.77691 -20.97887 1.57232884606617   0.6062910
2458043.500000000     240.80988 -21.16244 1.57268305400201   0.6201293
2458044.500000000     241.84547 -21.33977 1.57304508942734   0.6334076
2458045.500000000     242.88363 -21.51076 1.57341465021801   0.6461974
2458046.500000000     243.92427 -21.67535 1.57379147302913   0.6585676
2458047.500000000     244.96732 -21.83346 1.57417534157778   0.6706096
2458048.500000000     246.01269 -21.98503 1.57456608944624   0.6824012
2458049.500000000     247.06031 -22.12999 1.57496359902470   0.6940355
2458050.500000000     248.11007 -22.26827 1.57536779530384   0.7055627
2458051.500000000     249.16189 -22.39981 1.57577862903928   0.7170444
2458052.500000000     250.21568 -22.52456 1.57619610961825   0.7285616
2458053.500000000     251.27133 -22.64245 1.57662025193670   0.7401342
2458054.500000000     252.32873 -22.75343 1.57705111512221   0.7518347
2458055.500000000     253.38780 -22.85744 1.57748878018201   0.7637129
2458056.500000000     254.44842 -22.95445 1.57793337507814   0.7758335
2458057.500000000     255.51047 -23.04441 1.57838505738010   0.7882671
2458058.500000000     256.57387 -23.12727 1.57884402543650   0.8010717
2458059.500000000     257.63859 -23.20280 1.57931050068502   0.8142937
2458060.500000000     258.70432 -23.27136 1.57978474745052   0.8279576
2458061.500000000     259.77106 -23.33272 1.58026701004427   0.8420404
2458062.500000000     260.83870 -23.38686 1.58075750811479   0.8564578
2458063.500000000     261.90714 -23.43375 1.58125639874656   0.8710748
2458064.500000000     262.97627 -23.47337 1.58176374778440   0.8857149
2458065.500000000     264.04600 -23.50570 1.58227951313533   0.9001864
2458066.500000000     265.11622 -23.53072 1.58280354439415   0.9143103
2458067.500000000     266.18682 -23.54844 1.58333559723333   0.9279420
2458068.500000000     267.25770 -23.55884 1.58387535693274   0.9409820
2458069.500000000     268.32873 -23.56191 1.58442245982307   0.9533606
2458070.500000000     269.39981 -23.55766 1.58497651223192   0.9650462
2458071.500000000     270.47081 -23.54609 1.58553711460950   0.9760415
2458072.500000000     271.54161 -23.52720 1.58610387245233   0.9863659
2458073.500000000     272.61209 -23.50101 1.58667640443175   0.9960430
2458074.500000000     273.68212 -23.46751 1.58725435164572   1.0051260
2458075.500000000     274.75158 -23.42674 1.58783738665994   1.0136709
2458076.500000000     275.82035 -23.37870 1.58842521620039   1.0217388
2458077.500000000     276.88829 -23.32341 1.58901758388060   1.0293957
2458078.500000000     277.95529 -23.26092 1.58961427101556   1.0367072
2458079.500000000     279.02122 -23.19123 1.59021509704241   1.0437386
2458080.500000000     280.08596 -23.11439 1.59081992046706   1.0505614
2458081.500000000     281.14939 -23.03042 1.59142863560417   1.0572225
2458082.500000000     282.21140 -22.93937 1.59204116848300   1.0637907
2458083.500000000     283.27187 -22.84128 1.59265748347442   1.0703316
2458084.500000000     284.33069 -22.73620 1.59327758661992   1.0769191
2458085.500000000     285.38776 -22.62416 1.59390152443455   1.0836249
2458086.500000000     286.44297 -22.50522 1.59452939102381   1.0905400
2458087.500000000     287.49622 -22.37944 1.59516133153985   1.0977433
2458088.500000000     288.54742 -22.24687 1.59579753501089   1.1053121
2458089.500000000     289.59657 -22.10731 1.59643286428003   1.1132899
2458090.500000000     290.64342 -21.96134 1.59707828179138   1.1216677
2458091.500000000     291.68798 -21.80877 1.59772863690599   1.1303661
2458092.500000000     292.73019 -21.64965 1.59838407653524   1.1392473
2458093.500000000     293.77000 -21.48406 1.59904465242530   1.1481183
2458094.500000000     294.80734 -21.31207 1.59971029936724   1.1567735
2458095.500000000     295.84217 -21.13375 1.60038083818455   1.1650313
2458096.500000000     296.87444 -20.94917 1.60105599493633   1.1727428
2458097.500000000     297.90411 -20.75840 1.60173542381602   1.1798128
2458098.500000000     298.93112 -20.56153 1.60241873715558   1.1861886
2458099.500000000     299.95544 -20.35864 1.60310552740628   1.1918479
2458100.500000000     300.97703 -20.14979 1.60379537801656   1.1967898
2458101.500000000     301.99583 -19.93509 1.60448787964421   1.2010297
2458102.500000000     303.01182 -19.71461 1.60518263242756   1.2045880
2458103.500000000     304.02496 -19.48844 1.60587925152283   1.2074986
2458104.500000000     305.03522 -19.25666 1.60657737457410   1.2098049
2458105.500000000     306.04256 -19.01938 1.60727666519378   1.2115495
2458106.500000000     307.04696 -18.77666 1.60797681371526   1.2127845
2458107.500000000     308.04839 -18.52862 1.60867754132325   1.2135638
2458108.500000000     309.04683 -18.27533 1.60937860257915   1.2139509
2458109.500000000     310.04227 -18.01690 1.61007978863920   1.2140076
2458110.500000000     311.03468 -17.75343 1.61078092850592   1.2138019
2458111.500000000     312.02407 -17.48500 1.61148189115337   1.2134063
2458112.500000000     313.01041 -17.21171 1.61218258986547   1.2128989
2458113.500000000     313.99371 -16.93367 1.61288298125043   1.2123597
2458114.500000000     314.97397 -16.65098 1.61358307479091   1.2118836
2458115.500000000     315.95119 -16.36372 1.61428293581383   1.2115717
2458116.500000000     316.92539 -16.07201 1.61498268868669   1.2115259
2458117.500000000     317.89657 -15.77594 1.61568251512388   1.2118381
2458118.500000000     318.86476 -15.47561 1.61638263844246   1.2125609
2458119.500000000     319.82999 -15.17113 1.61708330091967   1.2137001
2458120.500000000     320.79229 -14.86224 1.61778065282853   1.2151847
2458121.500000000     321.75170 -14.54973 1.61848300441009   1.2168793
2458122.500000000     322.70827 -14.23337 1.61918635000290   1.2185930
2458123.500000000     323.66206 -13.91323 1.61989064196558   1.2201237
2458124.500000000     324.61310 -13.58944 1.62059572055472   1.2212897
2458125.500000000     325.56146 -13.26207 1.62130133245233   1.2219509
2458126.500000000     326.50719 -12.93123 1.62200715695711   1.2220142
2458127.500000000     327.45035 -12.59702 1.62271283234083   1.2214282
2458128.500000000     328.39099 -12.25954 1.62341797488485   1.2201673
2458129.500000000     329.32916 -11.91889 1.62412219317779   1.2182291
2458130.500000000     330.26492 -11.57515 1.62482509808547   1.2156201
2458131.500000000     331.19832 -11.22845 1.62552630528413   1.2123569
2458132.500000000     332.12942 -10.87886 1.62622544225409   1.2084519
2458133.500000000     333.05827 -10.52650 1.62692214550596   1.2039345
2458134.500000000     333.98493 -10.17147 1.62761606951010   1.1988356
2458135.500000000     334.90946  -9.81386 1.62830689107730   1.1931954
2458136.500000000     335.83192  -9.45378 1.62899430801816   1.1870567
2458137.500000000     336.75236  -9.09132 1.62967804912658   1.1804786
2458138.500000000     337.67084  -8.72659 1.63035788015016   1.1735265
2458139.500000000     338.58742  -8.35969 1.63103360432423   1.1662679
2458140.500000000     339.50217  -7.99071 1.63170506967202   1.1587993
2458141.500000000     340.41515  -7.61977 1.63237217998279   1.1512044
2458142.500000000     341.32641  -7.24696 1.63303488894961   1.1435745
2458143.500000000     342.23602  -6.87239 1.63369320844982   1.1360228
2458144.500000000     343.14406  -6.49615 1.63434721718541   1.1286661
2458145.500000000     344.05058  -6.11834 1.63499705688364   1.1216046
2458146.500000000     344.95567  -5.73907 1.63564293136890   1.1149492
2458147.500000000     345.85939  -5.35843 1.63628509112747   1.1087457
2458148.500000000     346.76182  -4.97652 1.63692379921609   1.1029943
2458149.500000000     347.66306  -4.59344 1.63755930493828   1.0976408
2458150.500000000     348.56318  -4.20928 1.63819180434086   1.0925585
2458151.500000000     349.46226  -3.82432 1.63881934451232   1.0875783
2458152.500000000     350.36044  -3.43828 1.63944605448163   1.0825127
2458153.500000000     351.25778  -3.05144 1.64006977363261   1.0771976
2458154.500000000     352.15439  -2.66390 1.64069031767298   1.0714990
2458155.500000000     353.05034  -2.27573 1.64130743651759   1.0653251
2458156.500000000     353.94573  -1.88705 1.64192083768819   1.0586187
2458157.500000000     354.84064  -1.49793 1.64253020361990   1.0513460
2458158.500000000     355.73517  -1.10847 1.64313520274921   1.0434990
2458159.500000000     356.62939  -0.71878 1.64373550153720   1.0350700
2458160.500000000     357.52340  -0.32893 1.64433076395140   1.0260601
2458161.500000000     358.41727   0.06098 1.64492065563228   1.0164736
2458162.500000000     359.31108   0.45084 1.64550484571853   1.0063156
2458163.500000000       0.20492   0.84058 1.64608300814914   0.9956084
2458164.500000000       1.09886   1.23008 1.64665483235262   0.9843729
2458165.500000000       1.99299   1.61926 1.64722002387986   0.9726486
2458166.500000000       2.88737   2.00802 1.64777831305565   0.9604820
2458167.500000000       3.78208   2.39626 1.64832946390906   0.9479433
2458168.500000000       4.67720   2.78389 1.64887328487182   0.9351174
2458169.500000000       5.57280   3.17080 1.64940963677494   0.9220953
2458170.500000000       6.46894   3.55690 1.64993843744749   0.9089884
2458171.500000000       7.36571   3.94210 1.65045967153121   0.8959148
2458172.500000000       8.26317   4.32629 1.65097339173090   0.8829898
2458173.500000000       9.16139   4.70937 1.65147971990492   0.8703375
2458174.500000000      10.06045   5.09125 1.65197884430633   0.8580630
2458175.500000000      10.96041   5.47183 1.65247101103704   0.8462577
2458176.500000000      11.86136   5.85101 1.65295650666756   0.8349657
2458177.500000000      12.76338   6.22870 1.65343563082133   0.8241904
2458178.500000000      13.66654   6.60479 1.65390866788438   0.8138705
2458179.500000000      14.57091   6.97922 1.65437713635541   0.8039054
2458180.500000000      15.47661   7.35187 1.65483863411583   0.7941541
2458181.500000000      16.38370   7.72266 1.65529452227882   0.7844558
2458182.500000000      17.29228   8.09149 1.65574478854334   0.7746635
2458183.500000000      18.20241   8.45827 1.65618934348455   0.7646613
2458184.500000000      19.11419   8.82292 1.65662803659781   0.7543534
2458185.500000000      20.02768   9.18532 1.65706067316756   0.7436814
2458186.500000000      20.94297   9.54541 1.65748703116749   0.7326065
2458187.500000000      21.86011   9.90307 1.65790686735956   0.7210942
2458188.500000000      22.77919  10.25822 1.65831992422624   0.7091282
2458189.500000000      23.70026  10.61077 1.65872593499760   0.6966946
2458190.500000000      24.62339  10.96061 1.65912462620139   0.6837802
2458191.500000000      25.54864  11.30765 1.65951571656946   0.6703737
2458192.500000000      26.47607  11.65180 1.65989892044172   0.6564709
2458193.500000000      27.40573  11.99296 1.66027395299854   0.6420819
2458194.500000000      28.33766  12.33104 1.66064053912351   0.6272284
2458195.500000000      29.27193  12.66593 1.66099842210472   0.6119546
2458196.500000000      30.20856  12.99753 1.66134737692871   0.5963266
2458197.500000000      31.14760  13.32576 1.66168722640680   0.5804429
2458198.500000000      32.08909  13.65050 1.66201785423236   0.5644158
2458199.500000000      33.03305  13.97166 1.66233921545408   0.5483774
2458200.500000000      33.97953  14.28915 1.66265134203690   0.5324617
2458201.500000000      34.92854  14.60286 1.66295434511419   0.5168066
2458202.500000000      35.88011  14.91268 1.66324841103284   0.5015315
2458203.500000000      36.83427  15.21854 1.66353378881485   0.4867402
2458204.500000000      37.79105  15.52032 1.66381078153398   0.4725041
2458205.500000000      38.75047  15.81793 1.66407972059204   0.4588552
2458206.500000000      39.71256  16.11128 1.66434094484305   0.4457844
2458207.500000000      40.67734  16.40027 1.66459477555680   0.4332417
2458208.500000000      41.64485  16.68481 1.66484149303694   0.4211359
2458209.500000000      42.61510  16.96481 1.66508131763952   0.4093532
2458210.500000000      43.58814  17.23986 1.66531179868745   0.3977696
2458211.500000000      44.56395  17.51051 1.66553821932757   0.3862657
2458212.500000000      45.54257  17.77636 1.66575799330335   0.3747393
2458213.500000000      46.52400  18.03731 1.66597108074375   0.3630980
2458214.500000000      47.50826  18.29328 1.66617739556323   0.3512779
2458215.500000000      48.49536  18.54419 1.66637681994763   0.3392309
2458216.500000000      49.48528  18.78994 1.66656920890830   0.3269098
2458217.500000000      50.47803  19.03046 1.66675439510874   0.3142845
2458218.500000000      51.47359  19.26565 1.66693219439012   0.3013257
2458219.500000000      52.47195  19.49543 1.66710240263246   0.2879936
2458220.500000000      53.47310  19.71973 1.66726479672869   0.2742623
2458221.500000000      54.47700  19.93845 1.66741913833403   0.2601084
2458222.500000000      55.48362  20.15152 1.66756517813090   0.2455127
2458223.500000000      56.49294  20.35886 1.66770266168182   0.2304841
